TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CNT_CHILDREN,EMPLOYMENT_YEARS,EDU_SCORE,INCOME_TYPE_SCORE,REVOLVING_FLAG
0,135000.0,152820.0,15241.5,1,7.2498288843258045,0.4,0.6,0.0
0,333000.0,1546020.0,45333.0,0,11.123887748117728,0.85,0.65,0.0
0,112500.0,100246.5,7888.5,1,3.693360711841205,0.85,0.5,0.0
0,256500.0,536917.5,28737.0,0,10.04517453798768,0.85,0.6,0.0
1,162000.0,252000.0,7974.0,0,1.3552361396303902,0.85,0.5,0.0
0,495000.0,1035000.0,33516.0,0,8.933607118412047,0.4,0.5,0.0
0,112500.0,315000.0,16132.5,0,7.9808350444900755,0.4,0.5,0.0
0,157500.0,548775.0,52236.0,1,0.5420944558521561,0.4,0.5,0.0
0,153000.0,1006920.0,40063.5,0,6.143737166324435,0.4,0.5,0.0
0,112500.0,675000.0,21906.0,0,5.500342231348392,0.4,0.6,0.0
0,112500.0,312768.0,22756.5,1,8.780287474332649,0.4,0.5,0.0
1,67500.0,135000.0,6750.0,2,5.834360027378508,0.4,0.5,1.0
0,211500.0,450000.0,21780.0,1,21.44284736481862,0.85,0.5,0.0
0,202500.0,900000.0,31887.0,0,3.2580424366872007,0.4,0.5,0.0
0,67500.0,202500.0,10125.0,0,6.206707734428473,0.4,0.6,1.0
0,144000.0,234324.0,24993.0,0,1.9411362080766599,0.6,0.5,0.0
0,405000.0,900000.0,46084.5,1,1.4099931553730323,0.4,0.6,0.0
0,180000.0,134775.0,6880.5,1,11.871321013004792,0.4,0.5,0.0
1,112500.0,640080.0,23121.0,0,5.352498288843258,0.4,0.5,0.0
0,225000.0,497520.0,49338.0,0,9.700205338809035,0.4,0.5,0.0
0,112500.0,88618.5,10647.0,1,3.271731690622861,0.4,0.6,0.0
1,99000.0,545040.0,26640.0,1,1.73305954825462,0.4,0.5,0.0
0,180000.0,675000.0,28728.0,0,3.6413415468856947,0.4,0.6,0.0
0,180000.0,592560.0,32274.0,0,3.375770020533881,0.85,0.5,0.0
0,112500.0,202500.0,10125.0,1,3.02258726899384,0.4,0.5,1.0
0,180000.0,360000.0,18000.0,3,7.701574264202601,0.4,0.5,1.0
0,148500.0,239850.0,25960.5,1,2.521560574948665,0.4,0.5,0.0
0,202500.0,592560.0,32274.0,0,14.18754277891855,0.4,0.6,0.0
0,405000.0,450000.0,47254.5,1,5.1416837782340865,0.4,0.5,0.0
0,157500.0,808650.0,26086.5,1,11.304585900068446,0.85,0.5,0.0
0,112500.0,180000.0,9000.0,0,7.58384668035592,0.4,0.5,1.0
0,234000.0,1035000.0,41175.0,0,8.4435318275154,0.4,0.5,0.0
0,225000.0,286704.0,23116.5,0,6.647501711156742,0.6,0.65,0.0
0,67500.0,242595.0,12699.0,1,2.291581108829569,0.4,0.5,0.0
0,90000.0,188685.0,14944.5,1,5.752224503764545,0.4,0.5,0.0
0,72000.0,180000.0,9000.0,0,0.6899383983572895,0.4,0.5,1.0
0,135000.0,210456.0,9810.0,0,4.024640657084189,0.85,0.6,0.0
0,172800.0,675000.0,19476.0,0,3.2826830937713893,0.4,0.5,0.0
1,112500.0,585000.0,42700.5,2,3.0061601642710474,0.4,0.5,0.0
0,112500.0,180000.0,9000.0,0,3.0937713894592744,0.4,0.5,1.0
0,225000.0,640080.0,31261.5,1,1.809719370294319,0.4,0.5,0.0
0,90000.0,91692.0,9859.5,0,23.044490075290895,0.4,0.5,0.0
0,234000.0,576000.0,24534.0,0,9.566050650239562,0.4,0.5,0.0
0,180000.0,1125000.0,32895.0,2,9.700205338809035,0.4,0.5,0.0
0,225000.0,805536.0,34128.0,1,2.3983572895277208,0.4,0.5,0.0
1,112500.0,1006920.0,44352.0,0,3.4277891854893907,0.4,0.5,0.0
1,112500.0,161730.0,9900.0,0,4.41615331964408,0.85,0.5,0.0
0,99000.0,270000.0,13500.0,1,0.9007529089664613,0.85,0.5,1.0
1,126000.0,137538.0,9085.5,1,0.840520191649555,0.4,0.5,0.0
0,157500.0,567000.0,30339.0,0,1.5085557837097878,0.4,0.6,0.0
0,157500.0,647046.0,19048.5,0,7.931553730321697,0.4,0.6,0.0
0,193500.0,254700.0,20250.0,1,1.78507871321013,0.4,0.6,0.0
1,315000.0,440784.0,32071.5,0,2.105407255304586,0.4,0.5,0.0
1,135000.0,808650.0,26217.0,0,2.184804928131417,0.4,0.5,0.0
0,270000.0,1267735.5,37197.0,0,2.6091718001368926,0.85,0.6,0.0
1,135000.0,199404.0,9828.0,0,4.199863107460644,0.4,0.5,0.0
0,180000.0,916470.0,32467.5,0,9.075975359342916,0.4,0.5,0.0
0,135000.0,1339884.0,39307.5,1,0.44353182751540043,0.4,0.5,0.0
0,405000.0,1096020.0,59458.5,0,0.30390143737166325,0.85,0.6,0.0
0,495000.0,1125000.0,36423.0,0,0.5147159479808351,0.85,0.65,0.0
0,90000.0,454500.0,17608.5,0,10.910335386721425,0.4,0.5,0.0
0,315000.0,1355328.0,57555.0,1,11.600273785078713,0.85,0.6,0.0
1,112500.0,355320.0,38263.5,1,1.2101300479123889,0.4,0.5,0.0
1,90000.0,785250.0,30555.0,0,5.262149212867898,0.85,0.6,0.0
0,180000.0,450000.0,20979.0,0,7.939767282683094,0.4,0.5,0.0
0,157500.0,900000.0,46084.5,0,2.9815195071868583,0.4,0.5,0.0
0,126000.0,558000.0,38965.5,0,6.31895961670089,0.4,0.65,0.0
1,144000.0,306000.0,16600.5,0,8.898015058179329,0.4,0.5,0.0
1,45000.0,314100.0,16573.5,1,0.9253935660506503,0.4,0.5,0.0
0,103500.0,225000.0,9909.0,0,2.704996577686516,0.4,0.5,0.0
0,90000.0,135000.0,6750.0,0,1.3908281998631074,0.4,0.5,1.0
0,225000.0,808650.0,26217.0,0,0.999315537303217,0.4,0.6,0.0
0,180000.0,452385.0,17181.0,2,1.0841889117043122,0.4,0.5,0.0
0,135000.0,545040.0,26640.0,1,7.685147159479809,0.4,0.6,0.0
0,108000.0,835380.0,40320.0,0,9.242984257357975,0.4,0.5,0.0
0,337500.0,997335.0,35464.5,0,3.9479808350444903,0.4,0.5,0.0
0,135000.0,421645.5,45409.5,0,1.4647501711156743,0.6,0.5,0.0
0,112500.0,225000.0,25515.0,0,0.7802874743326489,0.4,0.5,0.0
0,90000.0,166500.0,7888.5,1,1.5359342915811087,0.4,0.5,0.0
0,90000.0,270000.0,32040.0,0,6.9897330595482545,0.4,0.5,0.0
0,108000.0,314100.0,16573.5,1,0.4271047227926078,0.85,0.5,0.0
0,157500.0,675000.0,21906.0,0,1.6399726214921286,0.85,0.5,0.0
0,225000.0,270000.0,13500.0,0,0.7638603696098563,0.85,0.6,1.0
1,90000.0,291384.0,23008.5,1,0.32306639288158795,0.4,0.5,0.0
0,112500.0,327024.0,21982.5,0,8.479123887748118,0.85,0.5,0.0
1,60750.0,405000.0,21204.0,1,1.4784394250513346,0.4,0.5,0.0
1,112500.0,269550.0,14242.5,0,0.944558521560575,0.4,0.5,0.0
0,225000.0,545040.0,26640.0,0,2.7159479808350446,0.4,0.5,0.0
0,377145.0,1971072.0,59760.0,0,1.9575633127994525,0.4,0.6,0.0
0,112500.0,601470.0,30838.5,0,2.3545516769336072,0.4,0.5,0.0
0,90000.0,251091.0,25857.0,0,4.5366187542778915,0.4,0.5,0.0
0,180000.0,301500.0,32467.5,1,3.0171115674195756,0.4,0.5,0.0
0,180000.0,526491.0,22261.5,0,22.46132785763176,0.4,0.5,0.0
0,121500.0,135000.0,6750.0,0,0.3668720054757016,0.85,0.5,1.0
0,67500.0,202500.0,10125.0,0,5.0513347022587265,0.4,0.5,1.0
0,117000.0,497520.0,33246.0,0,4.314852840520191,0.4,0.5,0.0
1,157500.0,1125000.0,32890.5,0,0.6926762491444216,0.85,0.6,0.0
0,90000.0,269550.0,18364.5,0,1.4565366187542779,0.4,0.6,0.0
0,180000.0,1066320.0,38299.5,0,0.4736481861738535,0.4,0.5,0.0
0,87750.0,691020.0,26905.5,0,0.9555099247091033,0.4,0.5,0.0
0,135000.0,679500.0,27076.5,0,0.33401779603011633,0.4,0.6,0.0
0,225000.0,841500.0,24732.0,0,24.008213552361397,0.4,0.5,0.0
0,360000.0,1113399.0,47173.5,1,18.82819986310746,0.4,0.65,0.0
0,225000.0,545040.0,25537.5,2,0.9856262833675564,0.85,0.5,0.0
0,72000.0,254700.0,20250.0,0,5.193702943189596,0.85,0.5,0.0
0,90000.0,199467.0,15790.5,2,10.614647501711156,0.4,0.6,0.0
1,135000.0,755190.0,36459.0,0,4.766598220396989,0.4,0.6,0.0
1,252000.0,468333.0,28782.0,0,3.2087611225188226,0.4,0.5,0.0
0,112500.0,47970.0,4743.0,0,7.652292950034223,0.4,0.5,0.0
0,180000.0,261000.0,22455.0,0,0.3805612594113621,0.85,0.5,0.0
1,90000.0,270000.0,13783.5,0,19.55373032169747,0.4,0.5,0.0
0,126000.0,277969.5,18706.5,0,32.99931553730322,0.2,0.6,0.0
0,247500.0,473760.0,53451.0,1,5.073237508555784,0.85,0.6,0.0
0,180000.0,545040.0,35617.5,1,1.757700205338809,0.4,0.5,0.0
1,202500.0,755190.0,36459.0,0,2.5927446954141,0.4,0.5,0.0
0,112500.0,497520.0,36333.0,0,0.5201916495550992,0.2,0.5,0.0
0,103500.0,675000.0,21906.0,0,1.6454483230663928,0.4,0.5,0.0
1,157500.0,358443.0,13639.5,0,1.9301848049281314,0.4,0.5,0.0
0,270000.0,843934.5,40729.5,0,8.035592060232718,0.85,0.6,0.0
0,112500.0,545040.0,36423.0,0,6.195756331279945,0.4,0.5,0.0
0,180000.0,270000.0,13500.0,0,3.701574264202601,0.6,0.65,1.0
1,202500.0,888840.0,32053.5,0,13.39356605065024,0.4,0.5,0.0
0,180000.0,225000.0,22050.0,0,19.759069130732374,0.4,0.65,0.0
0,76500.0,299772.0,14710.5,0,1.054072553045859,0.4,0.6,0.0
0,189000.0,1190434.5,38533.5,0,6.721423682409308,0.85,0.5,0.0
0,495000.0,521280.0,22959.0,2,11.148528405201917,0.85,0.5,0.0
0,135000.0,188685.0,8122.5,0,8.087611225188228,0.4,0.6,0.0
1,112500.0,1288350.0,37800.0,1,1.0321697467488022,0.4,0.5,0.0
0,202500.0,675000.0,45108.0,0,9.631759069130732,0.85,0.5,0.0
0,67500.0,90000.0,9580.5,2,3.972621492128679,0.4,0.5,0.0
0,202500.0,148500.0,16924.5,0,3.7727583846680357,0.4,0.5,0.0
1,67500.0,544491.0,15916.5,2,3.0444900752908968,0.6,0.5,0.0
0,337500.0,832500.0,29623.5,0,0.9527720739219713,0.4,0.6,0.0
0,135000.0,450000.0,20979.0,0,8.618754277891854,0.4,0.5,0.0
0,193500.0,550980.0,40221.0,0,0.24914442162902123,0.4,0.6,0.0
0,180000.0,662022.0,33930.0,0,7.797399041752224,0.85,0.6,0.0
1,225000.0,436032.0,29268.0,3,1.516769336071184,0.4,0.5,0.0
0,157500.0,508495.5,24592.5,0,4.402464065708419,0.4,0.5,0.0
0,225000.0,270000.0,13500.0,0,2.083504449007529,0.85,0.5,1.0
1,112500.0,180000.0,9000.0,0,3.707049965776865,0.6,0.5,1.0
0,85761.0,225000.0,12811.5,1,2.4531143052703626,0.85,0.6,0.0
1,270000.0,1035000.0,30393.0,0,3.728952772073922,0.4,0.6,0.0
0,270000.0,499500.0,19485.0,1,3.789185489390828,0.4,0.5,0.0
0,279000.0,450000.0,32877.0,0,6.420260095824777,0.4,0.6,0.0
0,225000.0,254700.0,30357.0,0,0.7091033538672142,0.4,0.6,0.0
0,270000.0,805536.0,41260.5,0,10.485968514715948,0.4,0.5,0.0
0,360000.0,315000.0,16083.0,0,3.274469541409993,0.4,0.5,0.0
0,135000.0,207000.0,13608.0,2,0.8761122518822724,0.4,0.5,0.0
0,225000.0,882000.0,29277.0,0,7.3319644079397674,0.85,0.6,0.0
1,247500.0,447768.0,35505.0,0,7.84394250513347,0.4,0.5,0.0
0,90000.0,1125000.0,32895.0,1,3.3155373032169746,0.4,0.6,0.0
0,171000.0,675000.0,21906.0,0,1.215605749486653,0.4,0.5,0.0
0,90000.0,634482.0,18679.5,0,6.844626967830253,0.85,0.5,0.0
0,112500.0,553500.0,20641.5,0,2.811772758384668,0.4,0.5,0.0
0,225000.0,1042560.0,34587.0,0,3.676933607118412,0.2,0.5,0.0
0,157500.0,450000.0,22018.5,0,10.642026009582478,0.4,0.5,0.0
0,68850.0,808650.0,23643.0,0,9.672826830937714,0.4,0.5,0.0
0,292500.0,900000.0,45000.0,0,1.727583846680356,0.4,0.6,1.0
0,126000.0,284400.0,13833.0,2,10.433949349760438,0.4,0.65,0.0
0,157500.0,270000.0,13500.0,1,2.6776180698151952,0.85,0.5,1.0
0,90000.0,539100.0,29376.0,0,3.4195756331279945,0.4,0.5,0.0
0,173502.0,1350000.0,34128.0,0,0.9117043121149897,0.6,0.6,0.0
0,225000.0,562491.0,23962.5,1,9.388090349075975,0.85,0.65,0.0
0,157500.0,270000.0,13500.0,1,1.8535249828884326,0.85,0.5,1.0
0,157500.0,1062027.0,31180.5,0,1.1854893908281998,0.4,0.5,0.0
0,180000.0,202500.0,10125.0,0,5.385352498288843,0.4,0.5,1.0
0,103500.0,135000.0,6750.0,1,0.49555099247091033,0.4,0.5,1.0
0,270000.0,675000.0,53329.5,0,4.720054757015743,0.4,0.5,0.0
0,126000.0,894766.5,29700.0,2,0.9062286105407256,0.85,0.6,0.0
0,112500.0,225000.0,22252.5,0,1.1444216290212184,0.4,0.6,0.0
0,90000.0,648000.0,21033.0,1,8.813141683778234,0.4,0.5,0.0
0,202500.0,1042560.0,62082.0,0,5.073237508555784,0.4,0.5,0.0
0,189000.0,746280.0,54436.5,1,1.3114305270362765,0.4,0.6,0.0
0,180000.0,180000.0,9000.0,0,4.095824777549623,0.4,0.5,1.0
0,225000.0,1006920.0,51543.0,2,0.9089664613278576,0.4,0.5,0.0
0,112500.0,1078200.0,38200.5,3,2.809034907597536,0.4,0.5,0.0
0,180000.0,269550.0,11416.5,0,3.154004106776181,0.4,0.5,0.0
0,135000.0,225000.0,14647.5,0,11.542778918548938,0.85,0.5,0.0
1,135000.0,497520.0,33376.5,1,7.871321013004791,0.6,0.5,0.0
0,90000.0,180000.0,7753.5,0,0.3258042436687201,0.4,0.6,0.0
1,90000.0,592560.0,32274.0,0,3.164955509924709,0.4,0.6,0.0
1,180000.0,495000.0,39240.0,0,1.8726899383983573,0.6,0.6,0.0
0,157500.0,270000.0,16312.5,0,4.832306639288158,0.4,0.65,0.0
0,270000.0,1467612.0,58333.5,0,3.2005475701574264,0.4,0.5,0.0
0,112500.0,312768.0,25204.5,1,7.603011635865846,0.4,0.5,0.0
0,238500.0,592560.0,26230.5,1,8.0,0.4,0.5,0.0
0,180000.0,906228.0,38524.5,0,0.2327173169062286,0.6,0.6,0.0
0,166500.0,545040.0,36553.5,0,5.678302532511978,0.4,0.5,0.0
0,135000.0,781920.0,39924.0,2,9.96851471594798,0.4,0.5,0.0
0,180000.0,728460.0,44694.0,1,11.745379876796715,0.4,0.5,0.0
1,135000.0,601474.5,30838.5,0,1.4811772758384667,0.6,0.6,0.0
0,225000.0,931617.0,44820.0,0,7.712525667351129,0.4,0.65,0.0
0,202500.0,643207.5,46935.0,0,5.111567419575633,0.4,0.6,0.0
0,270000.0,450000.0,22018.5,1,14.223134839151266,0.4,0.5,0.0
0,121500.0,454500.0,19255.5,0,10.22861054072553,0.85,0.5,0.0
0,157500.0,1185282.0,34785.0,0,1.5359342915811087,0.4,0.5,0.0
0,135000.0,1436850.0,42012.0,1,18.42299794661191,0.6,0.6,0.0
0,315000.0,545040.0,26509.5,0,0.5338809034907598,0.4,0.5,0.0
1,112500.0,450000.0,21888.0,2,5.021218343600274,0.85,0.5,0.0
0,112500.0,135000.0,6750.0,1,1.919233401779603,0.85,0.6,1.0
0,270000.0,1824480.0,55444.5,0,16.810403832991103,0.4,0.5,0.0
0,225000.0,1078200.0,31653.0,0,4.39151266255989,0.85,0.5,0.0
0,121500.0,479799.0,23080.5,1,5.801505817932923,0.4,0.5,0.0
1,157500.0,592560.0,23314.5,0,1.0431211498973305,0.85,0.5,0.0
0,189000.0,781920.0,47835.0,0,6.669404517453799,0.4,0.5,0.0
0,157500.0,225000.0,11250.0,0,5.032169746748802,0.4,0.5,1.0
0,180000.0,900000.0,46084.5,1,13.702943189596168,0.4,0.5,0.0
0,157500.0,970380.0,27940.5,1,2.5708418891170433,0.85,0.5,0.0
0,202500.0,130824.0,8869.5,0,1.5249828884325805,0.4,0.5,0.0
0,121500.0,814500.0,33304.5,0,1.5249828884325805,0.4,0.5,0.0
1,103500.0,562500.0,21924.0,0,4.542094455852156,0.4,0.5,0.0
0,225000.0,728460.0,37134.0,1,13.585215605749486,0.6,0.5,0.0
1,112500.0,143910.0,17208.0,0,3.457905544147844,0.4,0.5,0.0
0,112500.0,1303812.0,35982.0,0,6.047912388774812,0.4,0.65,0.0
0,202500.0,532345.5,29722.5,0,2.595482546201232,0.4,0.6,0.0
1,135000.0,1024740.0,52452.0,1,2.529774127310062,0.4,0.6,0.0
0,112500.0,225000.0,8482.5,0,6.590006844626968,0.4,0.5,0.0
0,360000.0,1078200.0,38200.5,0,0.432580424366872,0.4,0.5,0.0
0,202500.0,868797.0,36940.5,0,0.7501711156741958,0.4,0.6,0.0
0,90000.0,247675.5,17743.5,1,12.914442162902121,0.4,0.5,0.0
0,90000.0,808650.0,26217.0,0,7.660506502395619,0.4,0.5,0.0
0,67500.0,226908.0,10705.5,2,8.78302532511978,0.4,0.5,0.0
0,225000.0,260640.0,31059.0,0,0.9527720739219713,0.85,0.5,0.0
0,180000.0,101880.0,10939.5,0,0.9965776865160849,0.6,0.5,0.0
0,135000.0,172021.5,18526.5,1,10.039698836413416,0.4,0.5,0.0
1,144000.0,545040.0,25537.5,1,0.31485284052019163,0.4,0.5,0.0
0,117000.0,180000.0,9000.0,0,34.926762491444215,0.4,0.6,1.0
0,157500.0,225000.0,11250.0,0,2.7926078028747434,0.4,0.6,1.0
0,162000.0,531265.5,24894.0,0,1.5441478439425051,0.4,0.5,0.0
0,180000.0,1078200.0,31653.0,1,0.7720739219712526,0.4,0.5,0.0
0,157500.0,180000.0,9000.0,0,1.1854893908281998,0.85,0.5,1.0
0,130500.0,904500.0,50634.0,0,4.722792607802875,0.4,0.5,0.0
1,112500.0,315666.0,24916.5,2,3.8795345653661877,0.4,0.5,0.0
1,135000.0,835380.0,42840.0,1,6.976043805612594,0.4,0.5,0.0
0,72000.0,284400.0,19134.0,0,6.978781656399726,0.4,0.65,0.0
0,108000.0,1350000.0,39604.5,2,7.540041067761807,0.4,0.6,0.0
0,112500.0,239418.0,19044.0,0,10.026009582477755,0.4,0.5,0.0
0,225000.0,553806.0,23593.5,2,2.2012320328542097,0.4,0.5,0.0
0,135000.0,495000.0,36148.5,2,7.477070499657769,0.4,0.6,0.0
1,540000.0,746280.0,54436.5,1,9.919233401779604,0.4,0.5,0.0
0,76500.0,675000.0,32602.5,1,2.833675564681725,0.4,0.5,0.0
0,157500.0,314100.0,17167.5,0,3.9616700889801506,0.4,0.5,0.0
0,243000.0,521280.0,26743.5,0,0.7255304585900069,0.85,0.6,0.0
1,94500.0,172512.0,9162.0,2,8.971937029431896,0.4,0.5,0.0
0,90000.0,94230.0,4122.0,1,20.514715947980836,0.4,0.65,0.0
0,292500.0,508500.0,37134.0,0,14.105407255304586,0.4,0.6,0.0
1,157500.0,284400.0,22599.0,1,0.6598220396988365,0.4,0.5,0.0
0,315000.0,1440000.0,54976.5,1,2.8528405201916494,0.4,0.6,0.0
1,112500.0,900000.0,38133.0,0,3.0198494182067077,0.4,0.5,0.0
0,63000.0,1078200.0,34911.0,0,6.713210130047912,0.4,0.5,0.0
0,247500.0,405000.0,42970.5,2,6.3408624229979464,0.85,0.6,0.0
0,117000.0,364896.0,23449.5,2,0.9007529089664613,0.4,0.5,0.0
0,180000.0,1350000.0,50031.0,1,18.10814510609172,0.85,0.65,0.0
0,382500.0,720000.0,19120.5,2,6.631074606433949,0.85,0.6,0.0
1,99000.0,225000.0,18171.0,1,1.0622861054072552,0.4,0.5,0.0
0,180000.0,1125000.0,44748.0,0,4.090349075975359,0.4,0.6,0.0
0,175500.0,180000.0,13095.0,0,10.338124572210814,0.4,0.5,0.0
0,171000.0,679500.0,28917.0,2,9.971252566735114,0.4,0.5,0.0
0,180000.0,494550.0,39649.5,0,2.8993839835728954,0.85,0.5,0.0
0,85500.0,468733.5,14845.5,2,0.9144421629021219,0.4,0.5,0.0
0,112500.0,211500.0,10287.0,0,4.292950034223135,0.4,0.5,0.0
1,135000.0,755190.0,36459.0,0,14.737850787132102,0.4,0.5,0.0
0,292500.0,540000.0,27000.0,0,9.35523613963039,0.4,0.6,1.0
0,225000.0,640080.0,31261.5,1,6.699520876112252,0.4,0.5,0.0
0,202500.0,263686.5,28525.5,1,18.811772758384667,0.4,0.6,0.0
0,427500.0,1096020.0,55962.0,2,15.822039698836413,0.85,0.5,0.0
0,262800.0,1620000.0,46426.5,1,1.834360027378508,0.4,0.6,0.0
0,90000.0,545040.0,20547.0,0,13.637234770704996,0.4,0.5,0.0
0,162000.0,754740.0,22198.5,0,5.6974674880219025,0.4,0.5,0.0
0,135000.0,270000.0,13500.0,2,4.180698151950718,0.4,0.5,1.0
0,180000.0,1350000.0,39474.0,1,2.4832306639288158,0.4,0.5,0.0
0,135000.0,270000.0,8919.0,0,25.22381930184805,0.4,0.5,0.0
1,270000.0,225000.0,17905.5,0,7.351129363449692,0.4,0.6,0.0
0,157500.0,781920.0,23836.5,2,1.7713894592744694,0.85,0.5,0.0
0,99000.0,314100.0,16573.5,0,11.759069130732374,0.4,0.65,0.0
0,90000.0,545040.0,19705.5,2,2.1464750171115674,0.4,0.5,0.0
0,225000.0,781920.0,47835.0,1,10.625598904859686,0.85,0.5,0.0
0,220500.0,961146.0,31135.5,2,8.837782340862423,0.4,0.65,0.0
0,202500.0,1678522.5,58473.0,0,16.314852840520192,0.4,0.5,0.0
0,180000.0,539100.0,29245.5,0,4.232717316906228,0.4,0.6,0.0
0,81000.0,432567.0,17055.0,1,3.4743326488706368,0.4,0.6,0.0
0,90000.0,904500.0,29308.5,1,12.61327857631759,0.4,0.6,0.0
1,157500.0,906615.0,30091.5,1,0.28199863107460643,0.85,0.6,0.0
0,126000.0,755190.0,27985.5,2,4.210814510609172,0.85,0.5,0.0
0,135000.0,254700.0,14751.0,0,7.24435318275154,0.4,0.5,0.0
1,225000.0,152820.0,15241.5,0,2.004106776180698,0.85,0.6,0.0
0,135000.0,700830.0,25875.0,1,3.5509924709103355,0.4,0.6,0.0
0,63000.0,239850.0,28593.0,1,2.967830253251198,0.85,0.5,0.0
0,157500.0,691020.0,20335.5,0,7.080082135523614,0.4,0.5,0.0
0,576000.0,900000.0,45000.0,0,1.0869267624914443,0.85,0.6,1.0
0,225000.0,490536.0,17748.0,0,20.73100616016427,0.4,0.6,0.0
0,112500.0,360000.0,24484.5,0,3.2114989733059547,0.4,0.5,0.0
0,202500.0,1125000.0,33025.5,0,6.26694045174538,0.85,0.5,0.0
0,157500.0,1125000.0,39987.0,3,1.2813141683778233,0.6,0.5,0.0
0,112500.0,521280.0,27423.0,0,7.715263518138261,0.4,0.5,0.0
1,225000.0,422235.0,25645.5,0,8.851471594798083,0.6,0.5,0.0
0,108000.0,384048.0,18810.0,0,5.4428473648186175,0.85,0.65,0.0
0,126000.0,298512.0,30717.0,2,28.99110198494182,0.4,0.6,0.0
0,180000.0,722925.0,24021.0,0,7.337440109514032,0.4,0.5,0.0
0,135000.0,225000.0,11074.5,0,4.060232717316906,0.4,0.5,0.0
0,112500.0,808650.0,26217.0,0,3.0390143737166326,0.4,0.5,0.0
0,157500.0,550980.0,30897.0,0,21.27857631759069,0.4,0.6,0.0
0,211500.0,675000.0,26284.5,1,9.103353867214237,0.4,0.65,0.0
0,112500.0,835380.0,34155.0,1,3.3182751540041067,0.4,0.5,0.0
0,112500.0,450000.0,22018.5,1,3.8466803559206024,0.4,0.5,0.0
0,135000.0,1288350.0,37800.0,2,1.7686516084873374,0.4,0.5,0.0
1,117000.0,545040.0,26640.0,0,1.2292950034223136,0.4,0.5,0.0
0,202500.0,797557.5,42624.0,0,3.805612594113621,0.4,0.5,0.0
0,157500.0,545040.0,26640.0,0,1.6317590691307324,0.4,0.6,0.0
1,112500.0,640080.0,29970.0,0,1.9219712525667352,0.4,0.5,0.0
0,270000.0,640080.0,31261.5,0,0.9691991786447639,0.85,0.5,0.0
1,180000.0,1520253.0,44581.5,0,6.737850787132102,0.4,0.6,0.0
1,270000.0,640080.0,29970.0,1,5.820670773442847,0.4,0.5,0.0
0,180000.0,855882.0,34074.0,0,4.48186173853525,0.4,0.6,0.0
0,270000.0,724630.5,48748.5,2,0.459958932238193,0.85,0.65,0.0
0,157500.0,254700.0,17019.0,0,1.6372347707049966,0.4,0.5,0.0
0,90000.0,291915.0,19638.0,0,8.470910335386721,0.6,0.5,0.0
